News Headline,Label
Glenmark Q1 net profit up 3.29 per cent at Rs 190 crore,1
"Employing 112 in Finland and 280 abroad , the unit recorded first-quarter 2007 sales of 8.6 mln eur , with an operating loss of 1.6 mln eur .",0
Philip Morris Forecasts Higher Profit as IQOS Sales Rise,1
"Telenet : issues a new 6.2-year Ã‚â‚¬510.0 million revolving credit facility, further strength... #Telenet #Stock… https://t.co/6u4or9Yn9H",2
"An ugly anti-Chinese strain is infecting the Hong Kong protests and driving away potential allies, says @shuli_ren… https://t.co/fVelIVlHjX",2
$HAS - Hasbro gains after UBS upgrade https://t.co/taTMaip1uM,1
Health Care Down As Hopes For Rapid Coronavirus Cure Fade -- Health Care Roundup #economy #MarketScreener… https://t.co/BSiY3qmLdM,0
"$RGCO - RGC Resources, Inc. (RGCO) CEO John D'Orazio on Q4 2019 Results - Earnings Call Transcript. Read more and g… https://t.co/UR8KXNoy1h",2
High winds also toppled three semi-trailers on I-15 north of Barstow .,2
Here's Why Proteostasis Therapeutics Stock Plummeted Today,0
History suggests there's a good chance gold will bounce back strongly after this month's pummeling https://t.co/3O0fLqhdws,1
PBOC steps up intervention in yuan trading: Sources,2
In for a shiny coat: Kansai Nerolac to be a major beneficiary of the expected auto sector revival,1
"Uponor made an operating profit of EUR 151.0 mn , up from EUR 143.7 mn , which made 2007 a record year .",1
CVS Caremark Q2 profit climbs 11 per cent,1
SREI Infra slumps on low valuation of American Tower-Viom deal,0
We want your story. Click here for a secure link to Bloomberg reporters https://t.co/4hcRhyMlWZ https://t.co/0Uf2tgDQ7A,2
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 .",0
Delta Corp sells Kenyan foray for $23 mn; stock up,1
"Standard Chartered axes 15,000 jobs, raises $5.1 billion in capital",1
Hosiery maker Lux Industries to debut on NSE,2
"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",1
"Canada’s job market unexpectedly weakened for a second-straight month, registering the biggest drop in employment s… https://t.co/YEeyGW71ek",0
"Global Markets Direct 's Pohjola Bank plc - Financial Analysis Review is an in-depth business , financial analysis of Pohjola Bank plc. .",2
$MRLN - Marlin Business Services -3.3% post Q4 results https://t.co/bS3t6QMQYJ,0
"Global growth could slow by 1% if the coronavirus outbreak continues, Blackstone's Byron Wien says.... https://t.co/SfG4QEayRp",0
Innoventive Industries makes weak debut on bourses,0
Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,0
Mideast crude market rides out Iraq conflict for now,2
2 Days To Buy 3M Company (NYSE:MMM) Before The Ex-Dividend Date,2
"Looking for a new gig in 2020?

Of the top 100 best places to work, 31 are tech companies, but the top 5 will surpr… https://t.co/gpEzpX53tQ",2
Pipavav Defense likely to restructure Rs 7000 cr debt via CDR; stock up,1
"If You Had Bought AXA (EPA:CS) Stock Five Years Ago, You Could Pocket A 33% Gain Today",1
President Pranab Mukherjee clears re-promulgation of Sebi ordinance,2
"Building more secure passwords, based on updated IRS guidance",2
US stocks: Strong data stops the bleeding on Wall Street,1
Tesla Remotely Removed Autopilot From A User's Car Without Telling Them: Report,2
"Sensex under pressure, Nifty slips below 7650; top 20 trading ideas",0
Get into GSK Pharma at 2050-2000 levels: Ashwani Gujral,1
"In the Baltic countries , development of operations and reorganisation continued , and non-recurring items related to the takeover process lowered earnings .",0
$BOXL nice start !!!! $PDSB still accumulating.,1
United Insurance Holdings Corp. Schedules 2019 Fourth Quarter and Year End Financial Results and Conference Call,2
$RNWK - RealNetworks CEO Rob Glaser to invest into the Company; shares +12% https://t.co/siiVT5GEvh,1
"October-December sales were 302 mln eur , or a 25.3 pct increase year on year .",1
Global markets cautious ahead of US payrolls data,0
All is not lost for investors; IT is analysts' best bet,1
Fossil Has Lost Half of Its Value This Year,0
"Willis Towers Watson EPS beats by $0.04, beats on revenue",1
Adlabs Entertainment rallies on market debut,1
"Hong Kong shares slip on weakness of casinos, China stocks off too",0
Turmeric futures fall 1.51 pc on sluggish demand,0
"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",1
"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 .",1
Juiced Bikes Scorpion Is An E-Bike With A Motorcycle Spirit,2
"The share capital of Biotie Therapies Corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860 .",2
Jyothy Labs registers 89.9% jump in net profit in Q2 FY15,1
"The sale will be finalized in September or October , the company said .",2
F-Secure also point out the logical weakness in the sequenced numbers of a card approach that has apparently already been utilised .,0
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,0
"CITRON SAYS IT'S LONG ON LUCKIN COFFEE

MW vs CItron",1
Lack of clarity on raw sugar exports vexes mill owners,0
Twitter upgraded to positive from neutral at Susquehanna,1
"$CMBM - Cambium Networks EPS beats by $0.04, misses on revenue https://t.co/nRn47j6SGp",2
Intelsat -17.5% as Pai calls for public C-band auction,0
"Earnings Miss: Village Farms International, Inc. Missed EPS And Analysts Are Revising Their Forecasts",0
"The staff reduction will start immediately , Glaston added .",0
U.S. stocks surged the most in more than a week on Monday after death tolls in some of the hardest-hit areas showed… https://t.co/DV1WcXSaWi,1
"U.S. Stocks Edge Higher, Trying to Extend Winning Streak #SP500 #index #MarketScreener https://t.co/vtyDKNGe8E https://t.co/lJlauoOlYa",1
"ENP Newswire - 22 March 2011 Release date - 21032011 - A total of 13,000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between 1 January 2011 and 28 February 2011 under the company 's stock option rights 2007A .",2
Gillette India net profit up 11.9% to Rs 42.89 cr for Sept quarter,1
Edited Transcript of 8766.T earnings conference call or presentation 19-Nov-19 7:00am GMT,2
NDTV posts Q1 net loss at Rs 60.8 cr,2
Jagran Prakashan best among media stocks: Sharmila Joshi,1
Satisfactory PAT nos from FMCG majors: Networth Stock Broking,2
Ipca to give good returns on US and domestic trade traction: Manish Sonthalia,1
T. Boone Pickens' BP Capital Adds 3 Energy Stocks to Portfolio,2
Uber stock price target raised to $52 from $50 at Wedbush,1
NASDAQ can rally another 50% in next 2 years; Indian IT stocks stand to gain?,1
Global military spending hit a post-Cold War high of $1.8 trillion in 2018. With a growing U.S.-China rivalry and f… https://t.co/XNeINcYeYG,2
Asia shares gain as Greece defaults on loan with IMF,1
"Highlight: ""Uber's vowed to appeal this decision,"" @tom_belger says after $UBER loses its London license over safet… https://t.co/1zo83OP3Ae",2
Mid-cap stocks attract fund managers this season,1
Indian Energy Exchange in talks with FTIL for buying out technology solutions,2
Copper softens on global cues,0
Airtel shares down 3 per cent after it hangs up on Loop Mobile,0
"Heard on the Street: The Fed may need banks to lever up to absorb more activity, but it needs to do so in a way tha… https://t.co/m6nXfI4or7",2
News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener https://t.co/1Hzd21RMHe https://t.co/JqdSCCWGK5,2
Torrent Pharma Q1 Net up 46 pc at Rs 149 crore,1
Sahara submits ownership papers of lands to Sebi,2
What You Must Know About Hingham Institution for Savings's (NASDAQ:HIFS) Beta Value,2
Sell ACC Ltd with target of Rs 1370: Sandeep Wagle,0
"Twitter Beats Revenue, User Growth Estimates; Shares Rally",1
Indian Register of Shipping appoints new executives in Singapore and London,2
"GOING EXTINCT: The last Sumatran rhinoceros in Malaysia has died, leaving their worldwide population at about 80 https://t.co/oqPF8uPUN9",2
Finablr : Ransomware-hit Travelex says it has recovered its UK website #Finablr #Stock #MarketScreener... https://t.co/DjDq3E2hNe,1
"Brent below $92 on weaker dollar, Cushing draw",0
Apparel stocks tumble after a pair of disappointing earnings https://t.co/qAD1ECHinA @business https://t.co/WuwTQCOCOL,0
"Gold futures tumble to below 26,000; five reasons why yellow metal is losing sheen",0
How Many The Clorox Company (NYSE:CLX) Shares Do Institutions Own?,2
"We are glad that our long co-operation with SODRA continues '' , comments Stig-Goran Sandberg , Affecto 's Area Manager for Baltic operations .",1
HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .,1
"No Date Set for U.S.-China ‘Phase Two’ Talks, Lighthizer Says",2
Jagran Prakashan rallies as Q1 net profit jumps over three-fold,1
The company expects its net sales in the first half of 2008 to reach the previous year 's level .,1
Lodha Developers Pvt to raise $1 billion via IPO,2
Union Bank Q4 net drops 23% on higher provisioning,0
"Highlight: “You don’t copy Amazon, you learn the best practices,” author Ram Charan says. “It has three key element… https://t.co/f7RRODQY2R",2
LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .,0
No age bar for appointing Commex managing director,2
S&P 500 closes around 0.7% higher; Nasdaq gains 1.1%,1
Are you guilty of financial infidelity? Here’s how to fix money habits that could be standing in the way of your lo… https://t.co/bqPOIyHKBj,2
$SEE - Sealed Air Q4 2019 Earnings Preview https://t.co/YTyryqPuwW,2
"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",0
Both loans will be used to finance strategic investments such as shopping center redevelopment projects and refinancing of maturing debt .,1
"Sterling, British shares under pressure from Scottish vote",0
Infosys shares end lower as top executive quits,0
"FT Crossword: Number 16,333 https://t.co/oayf5zv6Tx",2
"CN Rail Strike Begins in Threat to Canadian Oil, Grain Cargo",0
Facebook co-founder eyes direct listing for Asana https://t.co/d2k631l6Ac,2
Those Who Purchased EOG Resources (NYSE:EOG) Shares A Year Ago Have A 33% Loss To Show For It,0
"Stage set for IT sector to see bounceback, top stock picks",1
Gujarat plant factor not to affect Maruti in the near term: Neeraj Deewan,2
Hindalco Industries promotes Satish Pai as deputy managing director,2
"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",0
"Japanese companies prepare to close retail stores, restaurants, movie theaters and offices, after the government de… https://t.co/bda0Cq7VAf",0
"S&P has kept its `` sell '' rating , while Nordea and UBS have reaffirmed their `` buy '' recommendations .",2
The Crypto Daily – Movers and Shakers -15/12/19,2
"Ball EPS beats by $0.04, misses on revenue",2
For those of you wanting to get out of the cold I’ll be doing a signature class in Fort Lauderdale January 6-8. It… https://t.co/oJvh7S7sPH,2
Telecom sector can see several M&As post elections: Gaurang Shah,2
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,1
"First Industrial will seek LEED designation for Uponor 's new building and a 282,000 square-foot speculative distribution center at First Park Lakeville .",2
Defence related companies rally as government notifies FDI hike,1
Supply of government bonds chokes growth of corporate bonds: RBI Deputy Governor,0
Some of the lay-offs will be implemented using part-time employment contracts .,2
$MATW - Matthews International Corp: Weak Growth And High Debt To Weigh On Sentiment. https://t.co/Cks6a2qvFE #markets #finance #trading,0
"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .",0
"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 .",2
"Our December Snapshot was fairly positive. Payroll employment increased, the #unemployment rate fell and housing ma… https://t.co/OWRMZhdyGy",1
These Hedge Funds Snapped Up AVX Corporation (AVX) Before Q4 Rally,2
Okta +1.9% as new bull sees entry point,1
Renascor Resources : Expiry of Unlisted Options #RenascorResources #Stock #MarketScreener https://t.co/zX9UuLOB1Z https://t.co/em7Rvh6Evk,2
"""In my time at the Fed, I've seen how changes in business and consumer confidence impact the economy as a whole,"" P… https://t.co/rZgYHFXsKk",2
Power Finance Corporation to buyback infrastructure bonds,2
The passenger tunnel is expected to be put into operation in 2009 .,2
"In addition , the production at the Varpaisj+_ rvi factory will be stopped at the beginning of April 2009 .",0
Hedge Funds Have Never Been More Bullish On Aurinia Pharmaceuticals Inc (AUPH),1
Qualcomm Faces EU Probe Into Smartphone Technology,0
Operating loss increased to EUR 17mn from a loss of EUR 10.8 mn in 2005 .,0
Disney responds to data breach after thousands of Disney+ accounts hacked,0
Oil resumes gain as investors monitor back-and-forth trade talks https://t.co/r4osnZxz0s,1
Ajanta Pharma Q4 net profit up 20% at Rs 84.31 crore,1
"IL&FS Transportation is a good pick at current levels: Ambareesh Baliga, Market Expert",1
Sebi relies on Sahara order to nail fraudsters,2
"FreightCar America, Inc. (RAIL) Is Burning These Hedge Funds",2
"`` Because we 're a pension insurance company , we 're required to diversify and not put too much in one asset class .",2
Global exchange m-cap touches decade high of $64 trillion,1
"🏞️ China wants a national park like Yellowstone, near Tibet https://t.co/9d7iKBdKhN",2
"China yuan steady, better-than-expected PMI survey has no impact",2
"The Finnish real estate investment company Interavanti Oyj said on Monday ( 22 September ) that it has agreed to sell its 65 % ownership in the Finnish ticket service company Lippupiste Oy to CTS Eventim AG ( 56,1 % ) and to the managing director of Lippupiste Oy .",2
The employee negotiations are to address measures needed to adjust the operations to the present production situation .,2
Cautious even at current levels on OMCs: ING Investment Management,2
Nissan orders deep spending cuts - Reuters,0
Jyoti Structures seeks shareholder permission to allow lenders convert debt into equity,1
Record Year for the Iberchem Group With the Completion of Two Acquisitions in Flavors and 19% Growth in Revenues,2
NCMSL raises $18.5 million in equity funding,1
Foreign Guar Gum buyers return after prices crash by more than 50 per cent,1
Coal India shares rise almost 5%,1
"Bumble Bee Foods filed for bankruptcy, blaming its ""recent and significant legal challenges."" https://t.co/kFYH8KrLKA",0
Investor sentiment will turn in favour of Rupee: Chidambaram,1
"Cut long positions if Nifty50 falls below 7,820: Mitesh Thacker",0
Cardamom futures extend losses on sluggish demand,0
"Amazon Invests Over Rs 2,500 Crore Into Amazon Seller Services, Amazon Data Services India",2
Is CBIZ's (NYSE:CBZ) Share Price Gain Of 200% Well Earned?,2
Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,2
Liberty Shoes Q3 net up 30.76% at Rs 3.40 crore,1
"We offer challenging and interesting employment for over 20,000 people in 20 countries throughout Europe .",2
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,0
$TALKX: Market Briefing: Downshift https://t.co/CBPbBbxMjS,0
PagSeguro Digital : Form 13-D #PagSeguroDigital #Stock #MarketScreener https://t.co/BKLxy0c1Fj https://t.co/LlsrePMNUL,2
Sebi's public offer norms bat for retail investors,2
Agri stocks to remain subdued in the short term: Nitin Raheja,0
Hedge Funds Have Never Been More Bullish On RadNet Inc. (RDNT),1
"LIC buys 4.66% stake in BHEL for Rs 1,889 crore",1
"Asian markets edge lower, supply concerns keep oil down",0
L&T also acquired a 50 pct stake in local sector company Salvor Oy at the beginning of September 2007 .,2
Dow Jones Industrial Average 8 points lower,0
"Tesla's surge inspires fans to buy, skeptics to dig in, drives fear of missing out - Reuters",2
"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",1
Industrials with nice bull flags breaking out today $EMR $ZBRA $PH $SWK,1
Smuggling of gold sees a decline as its demand softens,0
Ciena -2.5% after earnings miss,0
Hedge Funds Have Never Been This Bullish On Adesto Technologies Corporation (IOTS),1
Three keys to avoiding new debt with a new baby #investinyou (In partnership with @acorns.) https://t.co/kyCywg5ex1,2
"Press release: cyber attack - update January 31, 2020 #Picanol #Stock #MarketScreener https://t.co/AXwQmrRC3G https://t.co/e4KSKzdmA9",0
Shares of Network 18 group companies under pressure after rights issue,0
DHFL net profit up 52% to Rs 138.4 crore,1
"At the seminar , a memorandum of understanding on co-operation was signed between the Finnish Kemira Company and Vietnam National Chemical Corporation .",1
"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .",1
$BGR - BlackRock Energy & Resources Trust: Buy This 8.3% Yielding CEF For Upside In Oil. Read more and get updates… https://t.co/ucVW2s05J1,1
"Three of the largest US airlines -- Delta, American and United -- have canceled more flights between the United Sta... https://t.co/fY9qG2bXpa",0
Max Life sees 5% fall in 9-month profit at Rs 308 crore,0
"According to the notification , the holdings of Ameriprice Inc. and its group companies are now in total 808,973 shares , which represent 3.582 % of Tekla - s shares and voting rights .",2
Health Care Up As Boost To Risk Appetite Buoys Biotech Cos -- Health Care Roundup #economy #MarketScreener… https://t.co/Xs7bcK9UPj,1
"Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''",1
Multi-year stock market rally on cards: Analysts,1
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",2
Taiwan stocks rise; flat panel makers up,1
$IIVI - II-VI -7.8% after downside Q3 outlook https://t.co/JI8htQY7Y3,0
Sell DLF Ltd with target price of Rs 158: Sandeep Wagle,0
Russian shares fall after heavy fighting in Ukraine,0
Nomura highlights casino sleeper amid coronavirus anxiety,2
In February the Elcoteq group sold its St Petersburg facility ; according to unconfirmed information the reason could have been supply problems because of the Russian customs service .,0
Edited Transcript of SLF.TO earnings conference call or presentation 7-Nov-19 3:00pm GMT,2
Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards .,2
The 5 Best Finance Stocks of the Decade,2
"Sensex under pressure, Nifty slips below 6700; top 20 trading bets",0
Prefer UltraTech among large cap cement stocks: Avinnash Gorakshakar,1
"The Unhappy “New Lows” Of 4 Brand Names: Sprint, Tupperware, Overstock And Dropbox",0
"Funko stock plummets 39%, shares downgraded after holiday season weakness",0
CoreLogic Reports February Home Prices Increased by 4.1% Year Over Year https://t.co/AfjHcwfb5n https://t.co/DPrLjn1AK8,1
"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .",1
Rupee little changed against dollar in early trade,2
Hedge Funds Are Dumping NIO Limited (NIO),0
Calculating The Fair Value Of IntriCon Corporation (NASDAQ:IIN),2
Spirit Airlines stock price target raised to $55 from $49 at Deutsche Bank,1
UBS says just over 90% of shares tendered into exchange offer,2
Coastal Projects gets Rs 250-cr PE funding,1
TJX Q3 EPS 68 cents vs. 61 cents a year ago,1
"Macy's has shrunk to the size of Beyond Meat. It's going to get worse, technician says $M $BYND (via @TradingNation) https://t.co/h86IfyLmqy",2
These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .,1
"With A Return On Equity Of 16%, Has Wabash National Corporation's (NYSE:WNC) Management Done Well?",2
IFFCO acquires 1.12 per cent stake in NCDEX for about Rs 10 crore,2
"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .",0
"ADPnews - Sep 28 , 2009 - Finnish silicon wafers maker Okmetic Oyj HEL : OKM1V said it will reduce the number of its clerical workers by 22 worldwide as a result of personnel negotiations completed today .",0
Usha Martin Q3 net falls by 59.4%,0
Gujarat State Fertilizers Company's net profit in Q1 rises 22% to Rs 172 crore,1
"With the right safeguards, frontier economies can take advantage of low-cost loans to help their economies and rais… https://t.co/VlxBL9f6Ng",2
MT Educare allots 17.38 lakh shares to anchor investors,2
Gold Soars To 8-Year Highs As Stocks Melt-Up On Massive Short-Squeeze  https://t.co/80904NqvN0,1
Another Google Worker Says She Was Fired for Labor Advocacy,2
Amitabh Bachchan buys 1.1 lakh shares in Stampede Capital; stock has shot up 30% in a month,1
"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` We have been using Corporate Phonebook inside SysOpen Digia extensively since last fall , and we have been very satisfied with the results .",1
State government companies lure PFs with high-return bond issues,2
"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",1
Fiat Chrysler Relies on Ram Growth as Europe Losses Mount,0
Sistema shares moved to discretionary auction after 20% fall: Moscow Exchange,0
Robert Kaplan Says Fed Should Hold Barring ‘Material’ Change in Outlook,2
"Double-digit returns seen from IT stocks; Wipro, HCL Tech, NIIT Tech hit 52-week highs",1
Goldman partner embroiled in 1MDB scandal exits bank - FT https://t.co/uiXjEqyc6e https://t.co/cV1UlIMIB4,0
Balkrishna Industries plunges over 18% on poor Q2 results,0
